t;u;yr;yl;freq;dtheta
0.0034;0;111;35;0.5000;0.0407
0.0128;2;111;35;0.5001;0.0708
0.0238;3;111;35;0.5001;0.1395
0.0338;5;111;35;0.5001;0.1502
0.0438;6;111;35;0.5002;0.3367
0.0538;8;111;35;0.5002;0.3039
0.0638;9;110;35;0.5003;0.3053
0.0738;11;110;34;0.5003;0.2632
0.0838;13;110;34;0.5003;0.2696
0.0938;14;110;34;0.5004;0.2509
0.1039;16;109;34;0.5004;0.1667
0.1138;17;109;34;0.5005;0.0670
0.1238;18;109;34;0.5005;0.0828
0.1348;20;108;34;0.5005;0.0737
0.1448;21;107;34;0.5006;0.0862
0.1555;23;107;34;0.5006;-0.0537
0.1648;24;107;34;0.5007;0.0572
0.1749;26;107;34;0.5007;-0.2844
0.1859;27;107;34;0.5007;-0.1685
0.1957;28;106;34;0.5008;-0.2098
0.2059;30;105;35;0.5008;-0.4129
0.2158;31;105;35;0.5009;-0.2410
0.2260;32;105;35;0.5009;-0.2756
0.2368;33;104;36;0.5010;-0.4635
0.2468;35;103;36;0.5010;-0.4925
0.2578;36;103;36;0.5010;-0.5072
0.2678;37;103;36;0.5011;-0.5405
0.2779;38;103;37;0.5011;-0.6132
0.2879;39;103;37;0.5012;-0.6838
0.2979;40;102;38;0.5012;-0.7489
0.3079;41;101;39;0.5012;-0.9290
0.3179;42;100;39;0.5013;-0.8008
0.3279;42;99;40;0.5013;-0.7878
0.3379;43;98;41;0.5014;-0.8317
0.3479;44;97;42;0.5014;-0.8046
0.3579;45;97;43;0.5014;-0.7750
0.3679;45;96;44;0.5015;-0.7161
0.3779;46;95;44;0.5015;-0.7014
0.3879;46;95;45;0.5016;-0.6713
0.3979;47;95;46;0.5016;-0.6569
0.4079;47;94;46;0.5016;-0.6468
0.4179;48;94;47;0.5017;-0.6575
0.4279;48;93;47;0.5017;-0.6663
0.4379;49;93;48;0.5018;-0.6724
0.4479;49;93;48;0.5018;-0.6561
0.4579;49;92;49;0.5019;-0.5845
0.4679;49;92;50;0.5019;-0.5487
0.4779;49;91;51;0.5019;-0.5133
0.4879;49;91;51;0.5020;-0.3934
0.4979;49;91;52;0.5020;-0.3553
0.5079;49;91;52;0.5021;-0.3073
0.5179;49;91;52;0.5021;-0.2796
0.5279;49;91;52;0.5021;-0.2881
0.5379;49;90;52;0.5022;-0.2844
0.5479;49;89;52;0.5022;-0.2503
0.5579;49;89;53;0.5023;-0.2119
0.5679;48;89;53;0.5023;-0.2159
0.5779;48;88;53;0.5023;-0.1957
0.5879;48;88;53;0.5024;-0.1536
0.5979;47;88;53;0.5024;-0.1525
0.6079;47;88;53;0.5025;-0.1312
0.6179;46;88;53;0.5025;-0.1555
0.6279;45;88;53;0.5025;-0.1512
0.6379;45;88;53;0.5026;-0.1637
0.6479;44;88;53;0.5026;-0.1645
0.6579;43;88;53;0.5027;-0.1656
0.6679;43;88;53;0.5027;-0.1485
0.6779;42;88;53;0.5027;-0.1600
0.6879;41;88;53;0.5028;-0.1605
0.6979;40;88;53;0.5028;-0.1733
0.7079;39;88;53;0.5029;-0.1629
0.7179;38;88;53;0.5029;-0.1315
0.7279;37;88;53;0.5029;-0.1384
0.7379;36;88;53;0.5030;-0.1181
0.7479;35;89;53;0.5030;-0.0883
0.7579;34;89;53;0.5031;-0.1123
0.7679;33;89;53;0.5031;-0.1187
0.7779;31;89;53;0.5032;-0.1088
0.7879;30;89;53;0.5032;-0.0688
0.7979;29;89;53;0.5032;-0.0590
0.8079;28;90;53;0.5033;-0.0523
0.8179;26;90;53;0.5033;-0.0097
0.8279;25;91;53;0.5034;0.0476
0.8379;23;91;53;0.5034;0.0790
0.8479;22;91;53;0.5034;0.1049
0.8579;21;92;53;0.5035;0.0567
0.8679;19;93;53;0.5035;0.0964
0.8779;18;94;53;0.5036;0.0156
0.8879;16;94;53;0.5036;0.0588
0.8979;15;95;53;0.5036;0.0780
0.9079;13;95;53;0.5037;0.1297
0.9179;12;96;52;0.5037;0.1267
0.9279;10;96;52;0.5038;0.1827
0.9379;9;97;52;0.5038;0.2312
0.9479;7;97;52;0.5038;0.2906
0.9579;6;97;51;0.5039;0.3268
0.9679;4;98;51;0.5039;0.3423
0.9779;2;99;50;0.5040;0.3759
0.9879;1;99;50;0.5040;0.3972
0.9979;0;99;50;0.5041;0.4422
1.0079;-1;101;49;0.5041;0.5398
1.0179;-3;101;48;0.5041;0.4492
1.0279;-5;102;48;0.5042;0.5176
1.0379;-6;103;46;0.5042;0.5941
1.0479;-8;103;46;0.5043;0.5581
1.0579;-9;104;46;0.5043;0.5267
1.0679;-11;105;45;0.5043;0.5928
1.0779;-12;107;44;0.5044;0.6314
1.0879;-14;109;42;0.5044;0.6311
1.0979;-15;113;39;0.5045;0.6397
1.1079;-17;117;35;0.5045;0.9362
1.1179;-18;117;33;0.5045;0.7812
1.1279;-20;118;33;0.5046;0.9365
1.1379;-21;120;31;0.5046;1.1742
1.1479;-23;122;30;0.5047;1.0764
1.1579;-24;123;29;0.5047;1.1132
1.1679;-25;124;27;0.5047;1.0916
1.1779;-27;126;26;0.5048;1.1976
1.1879;-28;127;24;0.5048;1.1750
1.1979;-29;129;23;0.5049;1.2824
1.2079;-31;130;21;0.5049;1.2227
1.2179;-32;131;20;0.5050;1.2272
1.2279;-33;132;18;0.5050;1.1846
1.2379;-34;134;17;0.5050;1.1444
1.2479;-35;135;16;0.5051;1.0607
1.2579;-36;136;15;0.5051;1.0135
1.2679;-37;137;14;0.5052;1.0402
1.2779;-38;138;12;0.5052;0.9949
1.2879;-39;139;11;0.5052;0.9557
1.2979;-40;141;10;0.5053;0.9759
1.3079;-41;142;9;0.5053;0.8443
1.3179;-42;143;9;0.5054;0.8981
1.3279;-43;144;8;0.5054;0.7527
1.3379;-44;145;7;0.5054;0.6948
1.3479;-44;146;7;0.5055;0.5858
1.3579;-45;147;6;0.5055;0.5704
1.3679;-46;147;5;0.5056;0.5038
1.3779;-46;147;5;0.5056;0.4345
1.3879;-47;148;4;0.5057;0.3983
1.3979;-47;148;4;0.5057;0.3612
1.4079;-48;148;4;0.5057;0.3181
1.4179;-48;149;4;0.5058;0.2893
1.4279;-48;149;4;0.5058;0.2453
1.4379;-49;149;4;0.5059;0.2275
1.4479;-49;149;4;0.5059;0.2152
1.4579;-49;149;3;0.5059;0.2168
1.4679;-49;150;3;0.5060;0.1918
1.4779;-49;150;3;0.5060;0.2024
1.4879;-49;150;3;0.5061;0.2083
1.4979;-49;150;3;0.5061;0.1552
1.5079;-49;150;3;0.5061;0.0996
1.5179;-49;150;3;0.5062;0.1278
1.5279;-49;150;3;0.5062;0.1286
1.5379;-49;150;3;0.5063;0.1512
1.5479;-49;150;3;0.5063;0.1894
1.5579;-48;150;3;0.5064;0.1987
1.5679;-48;151;3;0.5064;0.2021
1.5779;-48;151;3;0.5064;0.2237
1.5879;-47;151;3;0.5065;0.2275
1.5979;-47;151;3;0.5065;0.1981
1.6079;-46;151;3;0.5066;0.2123
1.6179;-45;151;3;0.5066;0.2011
1.6279;-45;151;3;0.5066;0.2219
1.6379;-44;151;3;0.5067;0.2339
1.6479;-43;151;3;0.5067;0.2165
1.6579;-43;152;3;0.5068;0.2147
1.6679;-42;152;3;0.5068;0.1947
1.6779;-41;152;3;0.5069;0.2261
1.6879;-40;152;3;0.5069;0.2131
1.6979;-39;152;3;0.5069;0.1920
1.7079;-38;152;3;0.5070;0.1768
1.7182;-37;151;3;0.5070;-0.1933
1.7278;-36;151;3;0.5071;0.0511
1.7379;-35;151;3;0.5071;0.1672
1.7479;-34;151;3;0.5071;0.1387
1.7579;-33;151;2;0.5072;0.0841
1.7679;-31;151;2;0.5072;0.0311
1.7779;-30;151;2;0.5073;-0.0353
1.7879;-29;151;2;0.5073;-0.0720
1.7979;-27;151;3;0.5073;-0.0947
1.8079;-26;151;3;0.5074;-0.1075
1.8179;-25;150;3;0.5074;-0.1184
1.8279;-23;149;4;0.5075;-0.1259
1.8379;-22;149;4;0.5075;-0.1293
1.8479;-21;149;4;0.5076;-0.1291
1.8579;-19;148;5;0.5076;-0.1056
1.8679;-18;147;5;0.5076;-0.0763
1.8779;-16;147;5;0.5077;-0.0454
1.8879;-15;147;5;0.5077;-0.0798
1.8979;-13;147;5;0.5078;-0.1112
1.9079;-12;146;5;0.5078;-0.1701
1.9179;-10;145;5;0.5078;-0.2642
1.9279;-8;144;6;0.5079;-0.1912
1.9379;-7;144;6;0.5079;-0.2391
1.9479;-5;143;6;0.5080;-0.2836
1.9579;-4;143;7;0.5080;-0.3867
1.9679;-2;142;8;0.5081;-0.4312
1.9779;0;142;9;0.5081;-0.4582
1.9879;0;141;9;0.5081;-0.4643
1.9979;2;140;10;0.5082;-0.5898
2.0079;3;139;10;0.5082;-0.5066
2.0179;5;139;11;0.5083;-0.5634
2.0279;6;138;12;0.5083;-0.7433
2.0379;8;137;14;0.5083;-0.6513
2.0479;10;135;16;0.5084;-0.6663
2.0579;11;134;19;0.5084;-0.7470
2.0679;13;132;22;0.5085;-0.8008
2.0779;14;129;24;0.5085;-0.9833
2.0879;16;125;25;0.5086;-0.8802
2.0979;17;123;27;0.5086;-1.1813
2.1079;19;121;28;0.5086;-1.0913
2.1179;20;120;29;0.5087;-1.1827
2.1279;22;119;31;0.5087;-1.1368
2.1379;23;117;34;0.5088;-1.3164
2.1479;25;116;34;0.5088;-0.9927
2.1579;26;115;35;0.5088;-1.1592
2.1679;27;114;36;0.5089;-1.0071
2.1779;29;112;36;0.5089;-1.2256
2.1879;30;111;38;0.5090;-1.2061
2.1979;31;110;39;0.5090;-1.1835
2.2079;32;109;40;0.5091;-1.1768
2.2179;33;107;42;0.5091;-1.2511
2.2279;35;107;43;0.5091;-0.9980
2.2379;36;106;44;0.5092;-1.0795
2.2479;37;105;45;0.5092;-0.8949
2.2579;38;103;46;0.5093;-0.9791
2.2679;39;102;47;0.5093;-0.8163
2.2779;40;102;47;0.5093;-0.8656
2.2879;41;101;48;0.5094;-0.8128
2.2979;42;101;49;0.5094;-0.7529
2.3079;43;101;50;0.5095;-0.6330
2.3179;43;100;51;0.5095;-0.6751
2.3279;44;99;52;0.5096;-0.5277
2.3379;45;99;52;0.5096;-0.5695
2.3479;45;98;53;0.5096;-0.5021
2.3579;46;98;53;0.5097;-0.4965
2.3679;47;97;54;0.5097;-0.4294
2.3779;47;97;54;0.5098;-0.3742
2.3879;48;97;54;0.5098;-0.3097
2.3979;48;97;54;0.5098;-0.3071
2.4079;48;97;54;0.5099;-0.2666
2.4179;49;96;54;0.5099;-0.2692
2.4279;49;96;54;0.5100;-0.2391
2.4379;49;96;55;0.5100;-0.2389
2.4479;49;96;55;0.5101;-0.2055
2.4579;49;95;56;0.5101;-0.2098
2.4679;49;95;56;0.5101;-0.1653
2.4779;49;95;56;0.5102;-0.1890
2.4879;49;95;57;0.5102;-0.1672
2.4979;49;95;58;0.5103;-0.1752
2.5079;49;95;58;0.5103;-0.1517
2.5179;49;95;58;0.5104;-0.1296
2.5279;49;95;58;0.5104;-0.1110
2.5379;48;95;58;0.5104;-0.1168
2.5479;48;95;58;0.5105;-0.1102
2.5579;48;95;58;0.5105;-0.1461
2.5679;47;95;58;0.5106;-0.1501
2.5779;47;95;58;0.5106;-0.1499
2.5879;46;95;58;0.5106;-0.1493
2.5979;46;95;58;0.5107;-0.1315
2.6079;45;95;58;0.5107;-0.0971
2.6179;44;95;58;0.5108;-0.0752
2.6279;44;95;58;0.5108;-0.0641
2.6379;43;95;58;0.5109;-0.0755
2.6479;42;96;58;0.5109;-0.0798
2.6579;41;96;58;0.5109;-0.1149
2.6679;40;96;58;0.5110;-0.1341
2.6779;39;96;58;0.5110;-0.1453
2.6879;38;96;58;0.5111;-0.1312
2.6979;37;96;58;0.5111;-0.0904
2.7079;36;96;59;0.5111;-0.0886
2.7179;35;96;59;0.5112;-0.0491
2.7279;34;96;60;0.5112;-0.0494
2.7379;33;96;60;0.5113;-0.0030
2.7479;32;97;60;0.5113;0.0295
2.7579;30;97;60;0.5114;0.0617
2.7679;29;97;60;0.5114;0.0774
2.7779;28;97;60;0.5114;0.0908
2.7879;26;98;60;0.5115;0.0900
2.7979;25;98;60;0.5115;0.1430
2.8079;24;98;60;0.5116;0.1494
2.8179;22;98;60;0.5116;0.1638
2.8279;21;99;59;0.5117;0.1779
2.8379;19;99;59;0.5117;0.1830
2.8479;18;99;58;0.5117;0.0750
2.8579;16;99;58;0.5118;0.0910
2.8679;15;100;58;0.5118;0.1414
2.8779;13;101;57;0.5119;0.1710
2.8879;12;101;56;0.5119;0.1984
2.8979;10;101;56;0.5120;0.2344
2.9079;8;101;56;0.5120;0.3061
2.9179;7;102;55;0.5120;0.3879
2.9279;5;102;55;0.5121;0.3751
2.9379;4;103;54;0.5121;0.4452
2.9479;2;103;53;0.5122;0.4212
2.9579;0;104;53;0.5122;0.4150
2.9679;0;105;52;0.5122;0.5262
2.9779;-2;107;51;0.5123;0.5051
2.9879;-3;108;50;0.5123;0.4798
2.9979;-5;108;49;0.5124;0.5374
3.0079;-7;108;48;0.5124;0.5288
3.0179;-8;109;46;0.5125;0.6767
3.0279;-10;110;45;0.5125;0.7545
3.0379;-11;113;44;0.5125;0.7247
3.0479;-13;115;44;0.5126;0.7588
3.0579;-14;118;43;0.5126;0.8528
3.0679;-16;121;40;0.5127;0.8542
3.0779;-17;122;35;0.5127;0.6922
3.0879;-19;123;31;0.5128;1.1222
3.0979;-20;124;30;0.5128;0.8409
3.1079;-22;126;30;0.5128;1.1441
3.1179;-23;127;28;0.5129;0.9815
3.1279;-25;129;27;0.5129;1.1092
3.1379;-26;130;26;0.5130;1.0538
3.1479;-27;131;24;0.5130;1.1177
3.1579;-29;132;22;0.5131;1.0983
3.1679;-30;134;20;0.5131;1.1614
3.1779;-31;135;19;0.5131;1.1694
3.1879;-33;136;18;0.5132;1.0636
3.1979;-34;137;16;0.5132;1.1601
3.2079;-35;139;15;0.5133;1.0484
3.2179;-36;140;13;0.5133;1.1460
3.2279;-37;141;12;0.5133;0.9823
3.2379;-38;143;10;0.5134;1.0759
3.2479;-39;144;9;0.5134;0.9365
3.2579;-40;145;8;0.5135;0.9672
3.2679;-41;146;7;0.5135;0.8446
3.2779;-42;147;6;0.5136;0.8131
3.2879;-43;148;5;0.5136;0.7740
3.2979;-44;149;4;0.5136;0.7161
3.3079;-44;149;3;0.5137;0.6959
3.3179;-45;150;2;0.5137;0.5949
3.3279;-46;151;2;0.5138;0.5699
3.3379;-46;152;1;0.5138;0.5118
3.3479;-47;152;0;0.5139;0.4047
3.3579;-47;153;-1;0.5139;0.3959
3.3679;-48;153;-1;0.5139;0.3652
3.3779;-48;154;-2;0.5140;0.3087
3.3879;-48;154;-2;0.5140;0.2384
3.3979;-49;154;-2;0.5141;0.2117
3.4079;-49;155;-2;0.5141;0.2181
3.4179;-49;155;-2;0.5142;0.1798
3.4278;-49;155;-2;0.5142;-0.0289
3.4382;-49;155;-2;0.5142;-0.3473
3.4479;-49;155;-2;0.5143;-0.3502
3.4579;-49;155;-2;0.5143;0.1083
3.4679;-49;155;-2;0.5144;0.0828
3.4779;-49;155;-2;0.5144;0.0710
3.4879;-49;155;-2;0.5145;0.0511
3.4979;-49;155;-2;0.5145;0.0465
3.5079;-49;155;-2;0.5145;0.0548
3.5179;-48;155;-2;0.5146;0.0604
3.5279;-48;155;-2;0.5146;0.0452
3.5379;-48;155;-2;0.5147;-0.0273
3.5479;-47;154;-2;0.5147;0.0058
3.5579;-47;154;-2;0.5148;0.0646
3.5679;-46;154;-2;0.5148;0.0615
3.5779;-45;154;-2;0.5148;0.1131
3.5879;-45;154;-2;0.5149;0.1275
3.5979;-44;155;-2;0.5149;0.1169
3.6079;-43;155;-2;0.5150;0.0894
3.6179;-42;155;-2;0.5150;0.0809
3.6279;-42;155;-2;0.5151;0.0484
3.6379;-41;154;-2;0.5151;0.0337
3.6479;-40;154;-2;0.5151;0.0289
3.6579;-39;154;-2;0.5152;0.0425
3.6679;-38;154;-2;0.5152;0.0601
3.6779;-37;154;-1;0.5153;0.0684
3.6879;-36;154;-1;0.5153;0.0921
3.6979;-34;154;-1;0.5154;0.0865
3.7079;-33;154;-1;0.5154;0.0665
3.7179;-32;154;-1;0.5154;0.0633
3.7279;-31;154;0;0.5155;0.0481
3.7379;-29;154;0;0.5155;0.0367
3.7479;-28;154;0;0.5156;0.0034
3.7579;-27;154;0;0.5156;0.0055
3.7679;-25;154;0;0.5157;0.0012
3.7779;-24;154;0;0.5157;-0.0185
3.7879;-23;154;0;0.5157;-0.0201
3.7979;-21;154;0;0.5158;-0.0134
3.8079;-20;154;0;0.5158;-0.0092
3.8179;-18;154;0;0.5159;-0.0068
3.8279;-17;153;1;0.5159;-0.0230
3.8379;-15;153;1;0.5160;-0.0313
3.8479;-14;153;1;0.5160;-0.0449
3.8579;-12;153;1;0.5160;-0.0550
3.8679;-10;153;1;0.5161;-0.0670
3.8779;-9;153;1;0.5161;-0.0782
3.8879;-7;152;1;0.5162;-0.1086
3.8979;-6;152;1;0.5162;-0.1288
3.9079;-4;152;2;0.5163;-0.1547
3.9179;-2;151;3;0.5163;-0.1960
3.9279;-1;151;4;0.5163;-0.2434
3.9379;0;151;5;0.5164;-0.3036
3.9479;1;149;5;0.5164;-0.4097
3.9579;3;149;5;0.5165;-0.4326
3.9679;5;149;5;0.5165;-0.5042
3.9779;6;148;6;0.5166;-0.5903
3.9879;8;147;6;0.5166;-0.6628
3.9979;9;145;8;0.5166;-0.7811
4.0079;11;143;10;0.5167;-0.7851
4.0179;13;141;11;0.5167;-0.9061
4.0279;14;137;13;0.5168;-0.9503
4.0379;16;133;15;0.5168;-1.0316
4.0479;17;132;19;0.5169;-1.0281
4.0579;19;131;23;0.5169;-1.3263
4.0679;20;129;24;0.5169;-1.1787
4.0779;22;127;25;0.5170;-1.2991
4.0879;23;125;27;0.5170;-1.4571
4.0979;25;124;28;0.5171;-1.3058
4.1079;26;123;30;0.5171;-1.4073
4.1179;27;121;32;0.5172;-1.4688
4.1279;29;119;34;0.5172;-1.3953
4.1379;30;118;36;0.5172;-1.5075
4.1479;31;116;37;0.5173;-1.4862
4.1579;32;114;39;0.5173;-1.4070
4.1679;34;112;41;0.5174;-1.5014
4.1779;35;111;42;0.5174;-1.3396
4.1879;36;109;44;0.5175;-1.3231
4.1979;37;107;46;0.5175;-1.3274
4.2079;38;106;48;0.5175;-1.1019
4.2179;39;105;49;0.5176;-1.1904
4.2279;40;103;50;0.5176;-1.0809
4.2379;41;102;52;0.5177;-0.9330
4.2479;42;101;54;0.5177;-0.8952
4.2579;43;101;54;0.5178;-0.7531
4.2679;44;100;55;0.5178;-0.6857
4.2779;44;99;56;0.5178;-0.6082
4.2879;45;98;57;0.5179;-0.5346
4.2979;46;98;57;0.5179;-0.4605
4.3079;46;97;58;0.5180;-0.4043
4.3179;47;97;59;0.5180;-0.2993
4.3279;47;97;59;0.5181;-0.2341
4.3379;48;97;60;0.5181;-0.1355
4.3479;48;96;60;0.5181;-0.0758
4.3579;48;96;61;0.5182;-0.0275
4.3679;49;96;61;0.5182;0.0002
4.3779;49;96;62;0.5183;0.0324
4.3879;49;96;62;0.5183;0.0612
4.3979;49;96;62;0.5184;0.0585
4.4079;49;96;62;0.5184;0.0471
4.4179;49;96;62;0.5185;0.0252
4.4279;49;96;62;0.5185;-0.0068
4.4379;49;96;62;0.5185;-0.0403
4.4479;49;96;62;0.5186;-0.0662
4.4579;49;96;62;0.5186;-0.0803
4.4679;49;96;62;0.5187;-0.0747
4.4779;49;95;62;0.5187;-0.0878
4.4879;48;95;62;0.5188;-0.0931
4.4979;48;95;61;0.5188;-0.0947
4.5079;47;95;61;0.5188;-0.1237
4.5179;47;95;61;0.5189;-0.1176
4.5279;46;95;61;0.5189;-0.1149
4.5379;46;96;61;0.5190;-0.1008
4.5479;45;96;60;0.5190;-0.1317
4.5579;44;97;60;0.5191;-0.1533
4.5679;44;97;60;0.5191;-0.1968
4.5779;43;97;60;0.5191;-0.2394
4.5879;42;97;60;0.5192;-0.2668
4.5979;41;97;60;0.5192;-0.3004
4.6079;40;97;60;0.5193;-0.2759
4.6179;39;97;60;0.5193;-0.2261
4.6279;38;97;60;0.5194;-0.1661
4.6379;37;97;60;0.5194;-0.1224
4.6479;36;97;60;0.5194;-0.1070
4.6579;35;98;60;0.5195;-0.0728
4.6679;34;98;60;0.5195;-0.0379
4.6779;33;98;60;0.5196;-0.0004
4.6879;32;98;60;0.5196;0.0239
4.6979;30;98;60;0.5197;0.0457
4.7079;29;98;60;0.5197;0.0793
4.7179;28;99;60;0.5198;0.1036
4.7279;26;99;60;0.5198;0.1001
4.7379;25;99;60;0.5198;0.1131
4.7479;23;99;60;0.5199;0.1678
4.7579;22;99;60;0.5199;0.2389
4.7679;21;100;60;0.5200;0.3130
4.7779;19;101;60;0.5200;0.4039
4.7879;18;101;60;0.5201;0.4025
4.7979;16;102;59;0.5201;0.4590
4.8079;14;102;58;0.5201;0.5523
4.8179;13;103;57;0.5202;0.4516
4.8279;11;103;56;0.5202;0.5528
4.8379;10;103;55;0.5203;0.4819
4.8479;8;104;54;0.5203;0.5291
4.8579;6;106;53;0.5204;0.7801
4.8679;5;108;52;0.5204;0.5603
4.8779;3;108;51;0.5205;0.5419
4.8879;2;109;51;0.5205;0.5842
4.8979;0;109;50;0.5205;0.5544
4.9079;-1;110;49;0.5206;0.7463
4.9179;-2;112;47;0.5206;0.6669
4.9279;-4;113;46;0.5207;0.7612
4.9379;-6;113;46;0.5207;0.6317
4.9479;-7;114;45;0.5208;0.8067
4.9579;-9;115;43;0.5208;0.8187
4.9679;-10;117;41;0.5208;0.8366
4.9779;-12;119;39;0.5209;0.8401
4.9879;-14;122;35;0.5209;0.8742
4.9979;-15;125;32;0.5210;0.8893
5.0079;-17;128;29;0.5210;1.1918
5.0179;-18;129;28;0.5211;0.8123
5.0279;-20;130;26;0.5211;1.0463
5.0379;-21;131;25;0.5211;0.9831
5.0479;-23;133;24;0.5212;1.0604
5.0579;-24;135;22;0.5212;1.1566
5.0679;-26;136;21;0.5213;1.0055
5.0779;-27;138;20;0.5213;1.0431
5.0879;-28;139;18;0.5214;1.0135
5.0979;-30;140;17;0.5214;0.9621
5.1079;-31;141;16;0.5215;0.9240
5.1179;-32;142;14;0.5215;0.9965
5.1279;-33;143;13;0.5215;0.5880
5.1380;-35;145;12;0.5216;0.7913
5.1479;-36;146;10;0.5216;0.8739
5.1600;-37;147;8;0.5217;0.4939
5.1699;-38;148;7;0.5217;0.4169
5.1799;-39;149;6;0.5218;0.4593
5.1899;-40;149;5;0.5218;0.4899
5.1999;-41;150;4;0.5219;0.2893
5.2099;-42;151;4;0.5219;0.2807
5.2199;-43;151;3;0.5219;0.2536
5.2299;-44;152;3;0.5220;0.1851
5.2399;-44;152;2;0.5220;0.1419
5.2499;-45;153;2;0.5221;0.1206
5.2599;-46;153;2;0.5221;0.1145
5.2699;-46;154;1;0.5222;0.0966
5.2799;-47;154;0;0.5222;0.0825
5.2899;-47;155;0;0.5223;0.0375
5.2999;-48;155;-1;0.5223;0.0116
5.3099;-48;155;-1;0.5223;0.0244
5.3199;-49;155;-2;0.5224;0.0233
5.3299;-49;156;-3;0.5224;-0.0129
5.3399;-49;156;-3;0.5225;-0.0539
5.3499;-49;157;-4;0.5225;-0.1120
5.3599;-49;157;-5;0.5226;-0.1520
5.3699;-49;157;-5;0.5226;-0.1576
5.3799;-49;157;-5;0.5227;-0.1528
5.3899;-49;157;-6;0.5227;-0.1890
5.3999;-49;157;-7;0.5227;-0.2039
5.4099;-49;157;-7;0.5228;-0.2852
5.4199;-49;157;-7;0.5228;-0.3073
5.4299;-49;157;-7;0.5229;-0.3079
5.4399;-49;157;-8;0.5229;-0.2751
5.4499;-48;157;-8;0.5230;-0.2367
5.4599;-48;156;-9;0.5230;-0.2186
5.4699;-47;156;-9;0.5230;-0.2287
5.4799;-47;156;-9;0.5231;-0.2133
5.4899;-46;156;-9;0.5231;-0.2058
5.4999;-46;156;-9;0.5232;-0.1653
5.5099;-45;156;-9;0.5232;-0.1360
5.5199;-44;155;-9;0.5233;-0.1059
5.5299;-44;155;-9;0.5233;-0.0691
5.5399;-43;155;-9;0.5234;-0.0259
5.5499;-42;155;-9;0.5234;0.0087
5.5599;-41;156;-9;0.5234;0.0281
5.5699;-40;157;-9;0.5235;0.0407
5.5799;-39;157;-9;0.5235;0.0084
5.5899;-38;157;-9;0.5236;-0.0100
5.5999;-37;158;-9;0.5236;-0.0545
5.6099;-36;158;-9;0.5237;-0.0864
5.6199;-35;158;-9;0.5237;-0.1192
5.6299;-34;158;-9;0.5238;-0.1280
5.6399;-32;158;-9;0.5238;-0.1173
5.6499;-31;159;-8;0.5238;-0.1187
5.6599;-30;159;-8;0.5239;-0.1120
5.6699;-28;159;-8;0.5239;-0.1216
5.6799;-27;158;-8;0.5240;-0.1501
5.6899;-26;158;-8;0.5240;-0.2026
5.6999;-24;157;-7;0.5241;-0.2335
5.7099;-23;157;-7;0.5241;-0.2274
5.7199;-21;156;-6;0.5242;-0.1323
5.7299;-20;156;-6;0.5242;-0.1427
5.7399;-18;156;-5;0.5242;-0.1568
5.7499;-17;156;-4;0.5243;-0.1597
5.7599;-15;156;-4;0.5243;-0.1693
5.7699;-14;156;-3;0.5244;-0.1840
5.7799;-12;156;-3;0.5244;-0.2199
5.7899;-11;156;-2;0.5245;-0.2335
5.7999;-9;156;-2;0.5245;-0.2663
5.8099;-7;156;-2;0.5245;-0.3215
5.8199;-6;155;-2;0.5246;-0.4920
5.8299;-4;154;-2;0.5246;-0.5216
5.8399;-2;154;-1;0.5247;-0.5487
5.8499;-1;153;0;0.5247;-0.5946
5.8599;0;152;1;0.5248;-0.6729
5.8699;2;151;1;0.5248;-0.6798
5.8799;3;151;1;0.5249;-0.7126
5.8899;5;149;3;0.5249;-0.8432
5.8999;6;149;4;0.5249;-0.7704
5.9099;8;147;6;0.5250;-0.8991
5.9199;10;146;8;0.5250;-0.8936
5.9299;11;144;10;0.5251;-0.9799
5.9399;13;142;12;0.5251;-0.9919
5.9499;15;139;13;0.5252;-1.0188
5.9599;16;135;15;0.5252;-1.1422
5.9699;18;133;16;0.5253;-0.9141
5.9799;19;133;17;0.5253;-1.2000
5.9899;21;130;19;0.5253;-1.2823
5.9999;22;128;20;0.5254;-0.9940
6.0099;24;127;22;0.5254;-1.2948
6.0199;25;124;25;0.5255;-1.3492
6.0299;26;123;27;0.5255;-1.0119
6.0399;28;121;29;0.5256;-1.1789
6.0499;29;120;30;0.5256;-1.0374
6.0599;30;118;32;0.5257;-1.0430
6.0699;32;116;34;0.5257;-1.0636
6.0799;33;115;35;0.5257;-0.9964
6.0899;34;113;36;0.5258;-0.9375
6.0999;35;112;38;0.5258;-0.9055
6.1099;37;111;39;0.5259;-0.7422
6.1199;38;110;40;0.5259;-0.7254
6.1299;39;109;41;0.5260;-0.6175
6.1399;40;107;42;0.5260;-0.5573
6.1499;41;107;43;0.5261;-0.4296
6.1599;42;106;44;0.5261;-0.3628
6.1699;42;105;44;0.5262;-0.3548
6.1799;43;105;45;0.5262;-0.2599
6.1899;44;104;46;0.5262;-0.2796
6.1999;45;103;47;0.5263;-0.1043
6.2099;45;102;47;0.5263;-0.0606
6.2199;46;102;48;0.5264;0.0279
6.2299;47;102;48;0.5264;0.0756
6.2399;47;102;48;0.5265;0.1305
6.2499;48;101;49;0.5265;0.1814
6.2599;48;101;49;0.5266;0.2341
6.2699;48;101;50;0.5266;0.2797
6.2799;49;101;50;0.5266;0.3119
6.2899;49;101;52;0.5267;0.3535
6.2999;49;101;52;0.5267;0.4097
6.3099;49;101;53;0.5268;0.4505
