t;u;yr;yl;freq;dtheta
195.7159;33;129;24;0.7773;-1.2615
195.7259;34;127;26;0.7772;-1.2258
195.7359;36;125;28;0.7771;-1.3711
195.7459;38;123;30;0.7770;-1.0761
195.7559;39;121;32;0.7769;-1.3353
195.7659;41;119;34;0.7768;-1.1627
195.7759;42;118;36;0.7767;-1.1352
195.7859;43;115;37;0.7766;-1.2066
195.7959;44;114;39;0.7765;-0.9109
195.8059;45;113;40;0.7764;-1.0036
195.8159;46;111;42;0.7763;-0.9055
195.8259;47;110;44;0.7762;-0.7545
195.8359;48;109;46;0.7761;-0.6751
195.8459;48;107;47;0.7760;-0.6862
195.8559;49;106;48;0.7759;-0.4422
195.8659;49;105;49;0.7758;-0.4035
195.8759;49;105;50;0.7757;-0.2844
195.8859;49;103;52;0.7756;-0.2759
195.8959;49;103;52;0.7755;-0.0537
195.9059;49;102;53;0.7754;-0.0185
195.9159;49;102;54;0.7753;0.0956
195.9259;49;102;54;0.7752;0.1512
195.9359;48;101;54;0.7751;0.2440
195.9459;48;101;54;0.7751;0.3146
195.9559;47;101;55;0.7750;0.3935
195.9659;46;101;55;0.7749;0.4699
195.9759;45;101;55;0.7748;0.5190
195.9859;44;102;55;0.7747;0.5717
195.9959;43;102;55;0.7746;0.6104
196.0059;42;102;55;0.7745;0.6290
196.0159;40;102;55;0.7744;0.5768
196.0259;39;102;54;0.7743;0.5962
196.0359;37;102;54;0.7742;0.6517
196.0459;36;102;53;0.7741;0.5872
196.0559;34;103;53;0.7740;0.5936
196.0659;32;103;52;0.7739;0.5371
196.0759;30;103;52;0.7738;0.4867
196.0859;28;103;51;0.7737;0.4023
196.0959;26;104;51;0.7736;0.3452
196.1059;24;104;50;0.7735;0.2850
196.1159;22;105;50;0.7734;0.2664
196.1259;20;105;49;0.7733;0.2999
196.1359;18;106;49;0.7732;0.1899
196.1459;15;106;48;0.7731;0.2123
196.1559;13;107;48;0.7730;0.2509
196.1659;11;107;47;0.7729;0.2794
196.1759;8;107;47;0.7728;0.2789
196.1859;6;108;46;0.7727;0.3228
196.1959;3;108;46;0.7726;0.3681
196.2059;1;109;46;0.7725;0.3487
196.2159;0;109;45;0.7724;0.4417
196.2259;-3;111;44;0.7723;0.5763
196.2359;-5;112;43;0.7723;0.5320
196.2459;-8;113;42;0.7722;0.6301
196.2559;-10;113;41;0.7721;0.7431
196.2659;-12;115;40;0.7720;0.7343
196.2759;-15;116;38;0.7719;0.7343
196.2859;-17;119;35;0.7718;0.8291
196.2959;-19;123;32;0.7717;0.8800
196.3059;-21;127;27;0.7716;1.2637
196.3159;-24;127;25;0.7715;0.7748
196.3259;-26;129;25;0.7714;1.2347
196.3359;-28;131;22;0.7713;1.1811
196.3459;-30;132;21;0.7712;1.1691
196.3559;-32;134;18;0.7711;1.4175
196.3664;-34;136;17;0.7710;1.3096
196.3773;-35;137;15;0.7709;1.4972
196.3869;-37;140;12;0.7708;1.5520
196.3969;-39;141;10;0.7707;1.4511
196.4069;-40;143;8;0.7706;1.5203
196.4169;-41;146;6;0.7705;1.5523
196.4269;-43;148;4;0.7704;1.5646
196.4369;-44;150;2;0.7703;1.4329
196.4469;-45;152;0;0.7702;1.2179
196.4569;-46;154;-2;0.7701;1.2304
196.4669;-47;156;-3;0.7700;1.0492
196.4769;-47;158;-6;0.7699;1.1992
196.4869;-48;159;-8;0.7698;1.0316
196.4969;-49;161;-10;0.7698;0.9661
196.5069;-49;162;-11;0.7697;0.8486
196.5169;-49;164;-12;0.7696;0.8179
196.5269;-49;165;-14;0.7695;0.6487
196.5369;-49;167;-15;0.7694;0.5792
196.5469;-49;167;-16;0.7693;0.4771
196.5569;-49;168;-16;0.7692;0.3580
196.5669;-49;169;-17;0.7691;0.2882
196.5769;-49;169;-18;0.7690;0.1704
196.5869;-48;170;-19;0.7689;0.0604
196.5969;-47;170;-20;0.7688;-0.0177
196.6069;-47;171;-20;0.7687;-0.1256
196.6169;-46;171;-20;0.7686;-0.1885
196.6269;-45;171;-20;0.7685;-0.2913
196.6369;-44;171;-20;0.7684;-0.3697
196.6469;-43;171;-20;0.7683;-0.4451
196.6569;-41;171;-20;0.7682;-0.4989
196.6669;-40;171;-20;0.7681;-0.5405
196.6769;-38;170;-19;0.7680;-0.5573
196.6869;-37;170;-19;0.7679;-0.5602
196.6969;-35;170;-19;0.7678;-0.5042
196.7069;-34;169;-18;0.7678;-0.5112
196.7169;-32;169;-18;0.7677;-0.5130
196.7269;-30;168;-17;0.7676;-0.4051
196.7369;-28;167;-16;0.7675;-0.4611
196.7469;-26;167;-15;0.7674;-0.3545
196.7569;-24;166;-14;0.7673;-0.4035
196.7669;-22;166;-14;0.7672;-0.3668
196.7769;-19;165;-13;0.7671;-0.3247
196.7869;-17;164;-13;0.7670;-0.3545
196.7969;-15;163;-12;0.7669;-0.3846
196.8069;-13;163;-11;0.7668;-0.4432
196.8169;-10;163;-10;0.7667;-0.3998
196.8269;-8;161;-9;0.7666;-0.5093
196.8369;-6;160;-9;0.7665;-0.5114
196.8469;-3;159;-8;0.7664;-0.6020
196.8569;-1;158;-7;0.7663;-0.6814
196.8669;1;158;-5;0.7662;-0.6732
196.8769;3;157;-4;0.7661;-0.8192
196.8869;5;155;-3;0.7660;-0.7641
196.8969;8;154;-2;0.7660;-1.0025
196.9069;10;153;1;0.7659;-0.9031
196.9169;13;151;2;0.7658;-1.0444
196.9269;15;149;3;0.7657;-1.0454
196.9369;17;145;5;0.7656;-1.1011
196.9469;19;140;9;0.7655;-1.1504
196.9569;22;138;14;0.7654;-1.1499
196.9669;24;137;16;0.7653;-1.3508
196.9769;26;135;18;0.7652;-1.3889
196.9869;28;133;20;0.7651;-1.4318
196.9969;30;131;21;0.7650;-1.4068
197.0069;32;129;24;0.7649;-1.4451
197.0169;33;128;26;0.7648;-1.3492
197.0269;35;125;28;0.7647;-1.4822
197.0369;37;123;29;0.7646;-1.2495
197.0469;38;122;31;0.7645;-1.4816
197.0569;40;119;34;0.7644;-1.3809
197.0669;41;119;35;0.7644;-1.2762
197.0769;42;116;37;0.7643;-1.3433
197.0869;44;115;38;0.7642;-1.0862
197.0969;45;113;40;0.7641;-1.1166
197.1069;46;111;42;0.7640;-1.0715
197.1169;47;110;43;0.7639;-0.8877
197.1269;47;109;45;0.7638;-0.8661
197.1369;48;108;46;0.7637;-0.8538
197.1469;48;107;48;0.7636;-0.6314
197.1569;49;106;48;0.7635;-0.6495
197.1669;49;105;50;0.7634;-0.4677
197.1769;49;105;50;0.7633;-0.4187
197.1869;49;103;52;0.7632;-0.3433
197.1969;49;103;53;0.7631;-0.2031
197.2069;49;102;53;0.7630;-0.1541
197.2169;49;102;54;0.7629;-0.0614
197.2269;49;102;54;0.7628;0.0066
197.2369;48;102;54;0.7628;0.0860
197.2469;48;101;54;0.7627;0.1598
197.2569;47;101;55;0.7626;0.2277
197.2669;46;102;55;0.7625;0.2997
197.2769;45;102;55;0.7624;0.3346
197.2869;44;102;55;0.7623;0.3777
197.2969;43;102;55;0.7622;0.4036
197.3069;42;102;55;0.7621;0.3889
197.3169;40;102;54;0.7620;0.4140
197.3269;39;102;54;0.7619;0.4521
197.3369;37;102;53;0.7618;0.3772
197.3469;36;103;53;0.7617;0.3482
197.3569;34;103;52;0.7616;0.2909
197.3669;32;103;52;0.7615;0.2871
197.3769;31;103;51;0.7614;0.1981
197.3869;29;104;51;0.7614;0.1659
197.3969;27;104;50;0.7613;0.1275
197.4069;25;105;50;0.7612;0.0846
197.4169;23;105;50;0.7611;0.0902
197.4269;20;105;49;0.7610;0.0766
197.4369;18;106;49;0.7609;0.0622
197.4469;16;106;48;0.7608;0.0878
197.4569;14;107;48;0.7607;0.1459
197.4669;11;107;48;0.7606;0.1624
197.4769;9;107;47;0.7605;0.2525
197.4869;7;108;47;0.7604;0.2565
197.4969;4;108;46;0.7603;0.3378
197.5069;2;109;46;0.7602;0.3444
197.5169;0;109;46;0.7601;0.4348
197.5269;-2;111;45;0.7600;0.5368
197.5369;-4;112;44;0.7600;0.5603
197.5469;-7;113;43;0.7599;0.6098
197.5569;-9;113;41;0.7598;0.6775
197.5669;-11;114;41;0.7597;0.7529
197.5769;-14;116;40;0.7596;0.8099
197.5869;-16;118;37;0.7595;0.8907
197.5969;-18;121;34;0.7594;0.8888
197.6069;-20;125;29;0.7593;1.0540
197.6169;-22;127;25;0.7592;1.0444
197.6269;-24;129;25;0.7591;1.1246
197.6369;-27;130;24;0.7590;1.2128
197.6469;-29;131;21;0.7589;1.2776
197.6569;-30;133;20;0.7588;1.2507
197.6669;-32;136;18;0.7587;1.4492
197.6769;-34;137;16;0.7587;1.2563
197.6869;-36;139;14;0.7586;1.4409
197.6969;-37;141;11;0.7585;1.4356
197.7069;-39;143;9;0.7584;1.4244
197.7169;-40;145;7;0.7583;1.4012
197.7269;-42;148;5;0.7582;1.3485
197.7369;-43;150;2;0.7581;1.3661
197.7469;-44;151;1;0.7580;1.1992
197.7569;-45;154;-1;0.7579;1.3719
197.7669;-46;156;-3;0.7578;1.1286
197.7769;-47;157;-5;0.7577;1.2160
197.7869;-47;159;-8;0.7576;1.1209
197.7969;-48;161;-10;0.7575;1.0007
197.8069;-49;163;-11;0.7574;0.8973
197.8169;-49;165;-12;0.7574;0.8808
197.8269;-49;166;-14;0.7573;0.7356
197.8369;-49;167;-15;0.7572;0.5640
197.8469;-49;168;-16;0.7571;0.5456
197.8569;-49;169;-17;0.7570;0.3871
197.8669;-49;169;-18;0.7569;0.3522
197.8769;-49;170;-19;0.7568;0.2125
197.8869;-49;171;-20;0.7567;0.1046
197.8969;-48;171;-20;0.7566;0.0191
197.9069;-47;171;-20;0.7565;-0.0665
197.9169;-47;172;-20;0.7564;-0.1634
197.9269;-46;173;-20;0.7563;-0.2618
197.9369;-45;173;-20;0.7562;-0.3393
197.9469;-44;173;-20;0.7562;-0.4059
197.9569;-43;173;-20;0.7561;-0.4587
197.9669;-42;173;-20;0.7560;-0.4811
197.9769;-40;173;-20;0.7559;-0.4976
197.9869;-39;172;-19;0.7558;-0.4582
197.9969;-37;172;-19;0.7557;-0.4510
198.0069;-36;171;-19;0.7556;-0.4632
198.0169;-34;170;-18;0.7555;-0.4216
198.0269;-32;169;-18;0.7554;-0.2999
198.0369;-30;169;-18;0.7553;-0.3129
198.0469;-29;168;-17;0.7552;-0.2271
198.0569;-27;168;-16;0.7551;-0.1954
198.0670;-25;167;-16;0.7551;-0.1592
198.0769;-22;167;-15;0.7550;-0.1949
198.0869;-20;167;-14;0.7549;-0.2540
198.0969;-18;166;-14;0.7548;-0.2873
198.1069;-16;165;-14;0.7547;-0.2727
198.1169;-14;165;-13;0.7546;-0.2770
198.1269;-11;164;-13;0.7545;-0.3838
198.1369;-9;163;-12;0.7544;-0.3609
198.1469;-7;163;-11;0.7543;-0.4899
198.1569;-4;162;-9;0.7542;-0.5077
198.1669;-2;161;-9;0.7541;-0.6090
198.1769;0;160;-9;0.7540;-0.6425
198.1869;2;158;-8;0.7540;-0.7289
198.1969;4;158;-6;0.7539;-0.8618
198.2069;6;157;-4;0.7538;-0.9482
198.2169;9;155;-3;0.7537;-0.9394
198.2269;11;154;-1;0.7536;-1.1152
198.2369;13;153;1;0.7535;-1.0604
198.2469;16;151;4;0.7534;-1.1864
198.2569;18;147;7;0.7533;-1.1955
198.2669;20;142;11;0.7532;-1.2565
198.2769;22;138;14;0.7531;-1.6007
198.2869;24;138;15;0.7530;-1.2730
198.2969;26;136;17;0.7529;-1.4683
198.3069;28;133;20;0.7529;-1.5890
198.3169;30;131;21;0.7528;-1.5264
198.3269;32;130;23;0.7527;-1.4952
198.3369;34;128;26;0.7526;-1.4939
198.3469;35;125;28;0.7525;-1.5941
198.3569;37;123;30;0.7524;-1.3836
198.3669;39;121;32;0.7523;-1.5634
198.3769;40;119;34;0.7522;-1.4521
198.3869;41;118;36;0.7521;-1.3942
198.3969;43;115;38;0.7520;-1.4542
198.4069;44;114;39;0.7519;-1.2245
198.4169;45;113;41;0.7519;-1.2256
198.4269;46;111;43;0.7518;-1.1331
198.4369;47;110;45;0.7517;-1.0281
198.4469;47;109;46;0.7516;-0.9207
198.4569;48;107;48;0.7515;-0.8685
198.4669;48;106;48;0.7514;-0.7489
198.4769;49;105;50;0.7513;-0.5914
198.4869;49;104;51;0.7512;-0.5493
198.4969;49;103;52;0.7511;-0.4307
198.5069;49;102;53;0.7510;-0.3233
198.5169;49;102;54;0.7509;-0.2306
198.5269;49;102;54;0.7509;-0.1594
198.5369;49;101;54;0.7508;-0.0419
198.5469;49;101;55;0.7507;0.0457
198.5569;48;101;55;0.7506;0.1406
198.5669;48;101;56;0.7505;0.2035
198.5769;47;101;56;0.7504;0.2712
198.5869;46;101;56;0.7503;0.3332
198.5969;45;101;56;0.7502;0.3817
198.6069;44;102;56;0.7501;0.4177
198.6169;43;102;56;0.7500;0.4428
198.6269;42;102;55;0.7499;0.4486
198.6369;41;102;55;0.7499;0.4150
198.6469;39;102;54;0.7498;0.4878
198.6569;38;102;53;0.7497;0.4121
198.6669;36;103;53;0.7496;0.3772
198.6769;35;103;52;0.7495;0.3173
198.6869;33;103;52;0.7494;0.2949
198.6969;31;103;51;0.7493;0.2248
198.7069;29;104;51;0.7492;0.1872
198.7169;28;104;50;0.7491;0.1446
198.7269;26;105;50;0.7490;0.0934
198.7369;24;105;49;0.7489;0.1062
198.7469;21;105;49;0.7489;0.1600
198.7569;19;106;48;0.7488;0.1169
198.7669;17;106;48;0.7487;0.1387
198.7769;15;107;48;0.7486;0.1872
198.7869;13;107;47;0.7485;0.1960
198.7969;10;107;47;0.7484;0.2341
198.8069;8;108;47;0.7483;0.2504
198.8169;6;108;46;0.7482;0.2978
198.8269;3;109;46;0.7481;0.2869
198.8369;1;109;45;0.7480;0.3311
198.8469;0;110;45;0.7480;0.4862
198.8569;-3;112;44;0.7479;0.4350
198.8669;-5;112;43;0.7478;0.5024
198.8769;-7;112;42;0.7477;0.5648
198.8869;-10;113;41;0.7476;0.6988
198.8969;-12;114;40;0.7475;0.6778
198.9069;-14;116;39;0.7474;0.7761
198.9169;-16;118;36;0.7473;0.8414
198.9269;-19;121;32;0.7472;0.8851
198.9369;-21;125;28;0.7471;1.1619
198.9469;-23;127;25;0.7471;0.9765
198.9569;-25;128;25;0.7470;1.1910
198.9669;-27;130;23;0.7469;1.2254
198.9769;-29;131;21;0.7468;1.2893
198.9869;-31;133;19;0.7467;1.2946
198.9969;-32;136;17;0.7466;1.3711
199.0069;-34;137;16;0.7465;1.2629
199.0169;-36;139;13;0.7464;1.4441
199.0269;-37;141;10;0.7463;1.4068
199.0369;-39;143;8;0.7462;1.4132
199.0469;-40;145;7;0.7462;1.3911
199.0569;-42;147;5;0.7461;1.3442
199.0669;-43;149;2;0.7460;1.3509
199.0769;-44;151;1;0.7459;1.2195
199.0869;-45;153;-1;0.7458;1.3605
199.0969;-46;156;-3;0.7457;1.1923
199.1069;-47;157;-5;0.7456;1.2064
199.1169;-47;159;-7;0.7455;1.0879
199.1269;-48;161;-9;0.7454;0.9903
199.1369;-49;162;-11;0.7454;0.9251
199.1469;-49;163;-12;0.7453;0.8739
199.1569;-49;165;-13;0.7452;0.7090
199.1669;-49;166;-15;0.7451;0.6764
199.1769;-49;167;-16;0.7450;0.5222
199.1869;-49;168;-16;0.7449;0.4673
199.1969;-49;169;-17;0.7448;0.3642
199.2069;-49;169;-19;0.7447;0.2789
199.2169;-49;169;-19;0.7446;0.1379
199.2269;-48;170;-20;0.7445;0.0665
199.2369;-48;170;-20;0.7445;-0.0393
199.2469;-47;171;-20;0.7444;-0.1272
199.2569;-46;171;-20;0.7443;-0.2205
199.2669;-45;171;-20;0.7442;-0.2991
199.2769;-44;171;-20;0.7441;-0.3774
199.2869;-43;171;-20;0.7440;-0.4302
199.2969;-42;170;-20;0.7439;-0.4843
199.3069;-41;170;-20;0.7438;-0.4981
199.3169;-39;170;-19;0.7437;-0.5011
199.3269;-38;170;-19;0.7437;-0.4784
199.3369;-36;169;-18;0.7436;-0.4656
199.3469;-35;169;-18;0.7435;-0.4526
199.3569;-33;168;-18;0.7434;-0.3465
199.3669;-31;167;-17;0.7433;-0.2932
199.3769;-29;167;-16;0.7432;-0.3601
199.3869;-28;167;-15;0.7431;-0.2405
199.3969;-26;166;-14;0.7430;-0.2682
199.4069;-24;165;-14;0.7429;-0.2282
199.4169;-22;165;-14;0.7429;-0.2117
199.4269;-19;165;-13;0.7428;-0.2604
199.4369;-17;163;-13;0.7427;-0.2588
199.4469;-15;163;-13;0.7426;-0.2282
199.4569;-13;163;-12;0.7425;-0.2988
199.4669;-11;162;-10;0.7424;-0.3279
199.4769;-8;161;-10;0.7423;-0.3958
199.4869;-6;161;-10;0.7422;-0.4182
199.4969;-4;160;-9;0.7421;-0.5008
199.5069;-1;159;-8;0.7421;-0.5943
199.5169;0;158;-7;0.7420;-0.5847
199.5269;2;157;-6;0.7419;-0.7121
199.5369;5;156;-5;0.7418;-0.7651
199.5469;7;155;-4;0.7417;-0.7670
199.5569;9;154;-2;0.7416;-0.9101
199.5669;12;153;0;0.7415;-0.8880
199.5769;14;151;2;0.7414;-0.9999
199.5869;16;148;4;0.7413;-1.0180
199.5969;18;144;8;0.7413;-1.0614
199.6069;20;139;12;0.7412;-1.5301
199.6169;22;138;13;0.7411;-0.8991
199.6269;24;137;15;0.7410;-1.4126
199.6369;26;135;16;0.7409;-1.4092
199.6469;28;134;18;0.7408;-1.3854
199.6569;30;132;20;0.7407;-1.3652
199.6669;32;130;22;0.7406;-1.5288
199.6769;34;129;24;0.7405;-1.4425
199.6869;35;126;26;0.7405;-1.5112
199.6969;37;124;28;0.7404;-1.4278
199.7069;39;123;29;0.7403;-1.3178
199.7169;40;120;32;0.7402;-1.4862
199.7269;41;119;34;0.7401;-1.2791
199.7369;42;118;35;0.7400;-1.3380
199.7469;44;115;37;0.7399;-1.2634
199.7570;45;114;38;0.7398;-1.2050
199.7673;46;113;40;0.7398;-1.2613
199.7769;46;111;41;0.7397;-0.7204
199.7875;47;110;43;0.7396;-0.9269
199.7969;48;109;45;0.7395;-0.8360
199.8069;48;108;46;0.7394;-0.8139
199.8169;49;107;47;0.7393;-0.5599
199.8269;49;106;48;0.7392;-0.6020
199.8369;49;105;49;0.7391;-0.4712
199.8469;49;105;50;0.7390;-0.3729
199.8569;49;104;50;0.7390;-0.2943
199.8669;49;103;52;0.7389;-0.2010
199.8769;49;103;52;0.7388;-0.1139
199.8869;49;103;53;0.7387;0.1273
199.8969;48;102;53;0.7386;0.1854
199.9069;48;102;54;0.7385;0.2600
199.9169;47;102;54;0.7384;0.3074
199.9269;47;102;54;0.7383;0.3692
199.9369;46;102;54;0.7383;0.4097
199.9469;45;102;54;0.7382;0.4553
199.9569;44;102;54;0.7381;0.4846
199.9669;43;102;54;0.7380;0.5003
199.9769;41;102;53;0.7379;0.5120
199.9869;40;102;53;0.7378;0.4984
199.9969;39;102;52;0.7377;0.4787
200.0069;37;103;52;0.7376;0.4617
200.0169;36;103;51;0.7376;0.3919
200.0269;34;103;51;0.7375;0.3314
200.0369;32;103;51;0.7374;0.2573
200.0469;30;104;50;0.7373;0.2056
200.0569;29;104;50;0.7372;0.1225
200.0669;27;104;50;0.7371;0.1131
200.0769;25;105;49;0.7370;0.0972
200.0869;23;105;49;0.7369;0.0633
200.0969;21;105;49;0.7369;0.0620
200.1069;19;106;48;0.7368;0.0628
200.1169;16;106;48;0.7367;0.0932
200.1269;14;106;48;0.7366;0.1235
200.1369;12;107;47;0.7365;0.2045
200.1469;10;107;47;0.7364;0.2229
200.1569;7;107;47;0.7363;0.2661
200.1669;5;108;46;0.7362;0.3247
200.1769;3;108;46;0.7362;0.3785
200.1869;0;109;45;0.7361;0.3396
200.1969;-1;109;44;0.7360;0.5118
200.2069;-3;111;44;0.7359;0.5347
200.2169;-5;112;42;0.7358;0.6032
200.2269;-8;113;41;0.7357;0.6202
200.2369;-10;113;41;0.7356;0.7391
200.2469;-12;114;40;0.7355;0.8712
200.2569;-14;116;37;0.7355;0.7860
200.2669;-17;119;34;0.7354;0.8885
200.2769;-19;123;30;0.7353;0.9453
200.2869;-21;127;26;0.7352;1.3141
200.2969;-23;128;25;0.7351;0.9117
200.3069;-25;129;24;0.7350;1.3181
200.3169;-27;131;22;0.7349;1.2592
200.3269;-29;132;20;0.7348;1.3048
200.3369;-31;134;18;0.7348;1.4676
200.3469;-32;137;16;0.7347;1.3879
200.3569;-34;138;15;0.7346;1.4305
200.3669;-36;140;12;0.7345;1.4758
200.3769;-37;142;10;0.7344;1.4201
200.3869;-39;144;8;0.7343;1.4287
200.3969;-40;147;6;0.7342;1.4905
200.4069;-41;149;4;0.7342;1.5073
200.4169;-43;151;2;0.7341;1.3407
200.4269;-44;153;0;0.7340;1.4287
200.4369;-45;155;-2;0.7339;1.3186
200.4469;-46;157;-4;0.7338;1.1721
200.4569;-47;158;-7;0.7337;1.2080
200.4669;-47;160;-9;0.7336;1.0921
200.4769;-48;162;-10;0.7335;1.0444
200.4869;-48;163;-12;0.7335;0.9466
200.4969;-49;165;-13;0.7334;0.8275
200.5069;-49;166;-15;0.7333;0.7849
200.5169;-49;167;-16;0.7332;0.5970
200.5269;-49;168;-16;0.7331;0.5603
200.5369;-49;169;-18;0.7330;0.4473
200.5469;-49;169;-19;0.7329;0.3743
200.5569;-49;170;-20;0.7329;0.2416
200.5669;-49;171;-20;0.7328;0.1302
200.5769;-48;171;-20;0.7327;0.0391
200.5869;-48;171;-20;0.7326;-0.0688
200.5969;-47;171;-20;0.7325;-0.1437
200.6069;-47;171;-20;0.7324;-0.2346
200.6169;-46;172;-20;0.7323;-0.2983
200.6269;-45;172;-20;0.7322;-0.3660
200.6369;-44;173;-20;0.7322;-0.3993
200.6469;-43;172;-20;0.7321;-0.4190
200.6569;-41;172;-20;0.7320;-0.4075
200.6669;-40;172;-19;0.7319;-0.3950
200.6769;-39;171;-19;0.7318;-0.3881
200.6869;-37;171;-19;0.7317;-0.3787
200.6969;-36;170;-18;0.7316;-0.2770
200.7069;-34;169;-18;0.7316;-0.2127
200.7169;-32;169;-18;0.7315;-0.2149
200.7269;-31;168;-17;0.7314;-0.1355
200.7369;-29;168;-16;0.7313;-0.1336
200.7469;-27;168;-16;0.7312;-0.1594
200.7569;-25;167;-15;0.7311;-0.1115
200.7669;-23;167;-15;0.7310;-0.1389
200.7769;-21;167;-14;0.7310;-0.2007
200.7869;-19;166;-14;0.7309;-0.2007
200.7969;-17;166;-14;0.7308;-0.2322
200.8069;-14;165;-13;0.7307;-0.2460
200.8169;-12;165;-13;0.7306;-0.2644
200.8269;-10;164;-13;0.7305;-0.3758
200.8369;-8;163;-12;0.7304;-0.3849
200.8469;-6;163;-10;0.7304;-0.3923
200.8569;-3;162;-9;0.7303;-0.5077
200.8669;-1;161;-9;0.7302;-0.6140
200.8769;0;159;-8;0.7301;-0.6833
200.8869;3;158;-7;0.7300;-0.7593
200.8969;5;158;-6;0.7299;-0.7078
200.9069;7;157;-4;0.7298;-0.9714
200.9169;9;155;-3;0.7298;-0.9050
200.9269;12;154;-1;0.7297;-1.0564
200.9369;14;153;2;0.7296;-1.0625
200.9469;16;150;4;0.7295;-1.1395
200.9569;18;147;7;0.7294;-1.1939
200.9669;20;142;12;0.7293;-1.2861
200.9769;22;138;14;0.7292;-1.3090
200.9869;24;138;15;0.7292;-1.4118
200.9969;26;136;17;0.7291;-1.4822
201.0069;28;133;19;0.7290;-1.5336
201.0169;30;132;21;0.7289;-1.4990
201.0269;32;129;23;0.7288;-1.5419
201.0369;34;128;25;0.7287;-1.3154
201.0469;35;126;27;0.7286;-1.4510
201.0569;37;123;29;0.7286;-1.3066
201.0669;38;122;31;0.7285;-1.4076
201.0769;40;120;33;0.7284;-1.3151
201.0869;41;119;35;0.7283;-1.1709
201.0969;42;116;37;0.7282;-1.2538
201.1069;43;115;38;0.7281;-1.0185
201.1169;44;113;40;0.7280;-1.0111
201.1269;45;111;42;0.7280;-0.9775
201.1369;46;110;43;0.7279;-0.8000
201.1469;47;109;45;0.7278;-0.7598
201.1569;48;108;46;0.7277;-0.7483
201.1669;48;107;47;0.7276;-0.4813
201.1769;49;106;48;0.7275;-0.4965
201.1869;49;105;49;0.7274;-0.3374
201.1969;49;104;50;0.7274;-0.3023
201.2069;49;103;51;0.7273;-0.1920
201.2169;49;102;52;0.7272;-0.0704
201.2269;49;102;53;0.7271;0.0217
201.2369;49;102;53;0.7270;0.0796
201.2469;49;101;54;0.7269;0.1755
201.2569;49;101;54;0.7268;0.2362
201.2669;48;101;54;0.7268;0.3098
201.2769;48;101;54;0.7267;0.3777
201.2869;47;101;54;0.7266;0.4364
201.2969;46;102;54;0.7265;0.4955
201.3069;45;102;54;0.7264;0.5299
201.3169;44;102;54;0.7263;0.5768
201.3269;43;102;54;0.7263;0.5565
201.3369;42;102;53;0.7262;0.5661
201.3469;41;102;53;0.7261;0.5371
201.3569;40;102;52;0.7260;0.4718
201.3669;38;103;52;0.7259;0.4734
201.3769;37;103;51;0.7258;0.3673
201.3869;35;103;51;0.7257;0.2853
201.3969;33;104;50;0.7257;0.2192
201.4069;32;104;50;0.7256;0.1422
201.4169;30;104;50;0.7255;0.0926
201.4269;28;105;49;0.7254;0.0844
201.4369;26;105;49;0.7253;0.0575
201.4469;24;105;49;0.7252;0.0265
201.4569;22;106;49;0.7251;0.0220
201.4670;20;106;48;0.7251;0.0497
201.4770;18;106;48;0.7250;0.0780
201.4868;16;107;48;0.7249;0.1129
201.4969;14;107;48;0.7248;0.1667
201.5069;12;107;47;0.7247;0.2091
201.5169;9;108;47;0.7246;0.2331
201.5269;7;108;46;0.7246;0.2869
201.5369;5;108;46;0.7245;0.3396
201.5469;3;109;45;0.7244;0.3077
201.5569;0;110;45;0.7243;0.4438
201.5669;-1;111;44;0.7242;0.5094
201.5769;-3;112;43;0.7241;0.5080
201.5869;-5;112;42;0.7240;0.5645
201.5969;-8;113;41;0.7240;0.6256
201.6069;-10;114;40;0.7239;0.7151
201.6169;-12;115;39;0.7238;0.8155
201.6269;-14;118;36;0.7237;0.8254
201.6369;-16;121;33;0.7236;0.8486
201.6469;-19;125;29;0.7235;0.9608
201.6569;-21;128;26;0.7235;1.1657
201.6669;-23;129;26;0.7234;0.9978
201.6769;-25;130;25;0.7233;1.2192
201.6869;-27;131;22;0.7232;1.3178
201.6969;-29;133;20;0.7231;1.2310
201.7069;-30;135;19;0.7230;1.4050
201.7169;-32;137;17;0.7230;1.2773
201.7269;-34;138;16;0.7229;1.4527
201.7369;-35;141;13;0.7228;1.4260
201.7469;-37;142;10;0.7227;1.4108
201.7569;-38;144;8;0.7226;1.4439
201.7669;-40;146;7;0.7225;1.4167
201.7769;-41;149;6;0.7224;1.3908
201.7869;-42;150;2;0.7224;1.4153
201.7969;-43;152;1;0.7223;1.2294
201.8069;-44;154;-1;0.7222;1.3144
201.8169;-45;156;-2;0.7221;1.1209
201.8269;-46;157;-4;0.7220;1.1921
201.8369;-47;159;-7;0.7219;1.0937
201.8469;-48;160;-8;0.7219;0.9637
201.8569;-48;162;-10;0.7218;0.9882
201.8669;-49;163;-11;0.7217;0.8414
201.8769;-49;165;-12;0.7216;0.7479
201.8869;-49;166;-13;0.7215;0.6711
201.8969;-49;167;-15;0.7214;0.5243
201.9069;-49;167;-15;0.7214;0.5086
201.9169;-49;168;-16;0.7213;0.3695
201.9269;-49;169;-16;0.7212;0.2994
201.9369;-49;169;-17;0.7211;0.2019
201.9469;-49;169;-18;0.7210;0.1187
201.9569;-48;170;-19;0.7209;0.0010
201.9669;-48;170;-19;0.7209;-0.0776
201.9769;-47;171;-20;0.7208;-0.1477
