t;u;yr;yl;freq;dtheta
0.0050;0;0;0;0.1000;-0.0345
0.0147;0;0;0;0.1000;-0.0150
0.0247;0;0;0;0.1000;0.0271
0.0347;1;0;0;0.1001;0.0489
0.0446;1;0;0;0.1001;0.0337
0.0547;1;0;0;0.1001;0.0292
0.0647;2;0;0;0.1001;0.0231
0.0746;2;0;0;0.1001;0.0095
0.0847;2;0;0;0.1001;0.0244
0.0947;2;0;0;0.1002;0.0172
0.1047;3;0;0;0.1002;0.0031
0.1147;3;0;0;0.1002;0.0108
0.1247;3;0;0;0.1002;-0.0057
0.1347;4;0;0;0.1002;-0.0188
0.1447;4;-1;0;0.1002;-0.0241
0.1547;4;-1;0;0.1003;-0.0228
0.1647;5;-1;0;0.1003;-0.0137
0.1747;5;-1;0;0.1003;-0.0121
0.1847;5;-1;0;0.1003;-0.0241
0.1947;6;-1;0;0.1003;-0.0262
0.2047;6;-1;0;0.1003;0.0108
0.2147;6;-1;0;0.1004;0.0103
0.2247;7;-1;0;0.1004;0.0156
0.2347;7;-1;0;0.1004;-0.0076
0.2457;7;-1;0;0.1004;-0.0233
0.2556;8;-1;0;0.1004;-0.0355
0.2656;8;-1;0;0.1004;-0.0190
0.2757;8;-1;0;0.1005;0.0066
0.2857;8;-1;0;0.1005;0.0095
0.2957;9;-2;0;0.1005;0.0231
0.3057;9;-2;0;0.1005;0.0337
0.3157;9;-2;0;0.1005;0.0252
0.3257;10;-2;1;0.1005;0.0090
0.3357;10;-2;1;0.1006;-0.0036
0.3457;10;-2;1;0.1006;-0.0174
0.3557;11;-2;1;0.1006;-0.0102
0.3657;11;-2;1;0.1006;-0.0012
0.3757;11;-4;1;0.1006;0.0180
0.3857;12;-6;1;0.1006;-0.0190
0.3957;12;-8;1;0.1007;0.0178
0.4057;12;-11;1;0.1007;0.0519
0.4157;12;-14;1;0.1007;0.0199
0.4257;13;-19;1;0.1007;0.0199
0.4357;13;-23;1;0.1007;0.0881
0.4457;13;-29;2;0.1007;0.0071
0.4557;14;-35;2;0.1008;-0.0784
0.4657;14;-42;3;0.1008;0.0487
0.4757;14;-50;4;0.1008;-0.0489
0.4857;15;-59;7;0.1008;0.0417
0.4957;15;-68;10;0.1008;0.1105
0.5057;15;-78;14;0.1008;0.0567
0.5157;15;-90;20;0.1009;0.1491
0.5257;16;-102;25;0.1009;0.1350
0.5357;16;-114;32;0.1009;0.0902
0.5457;16;-128;40;0.1009;-0.0214
0.5557;17;-142;48;0.1009;0.0042
0.5657;17;-157;57;0.1009;-0.0278
0.5757;17;-172;67;0.1010;0.0654
0.5857;18;-189;77;0.1010;0.1406
0.5957;18;-206;89;0.1010;0.0343
0.6057;18;-224;101;0.1010;0.0801
0.6157;18;-242;114;0.1010;0.0201
0.6257;19;-261;128;0.1010;0.0167
0.6357;19;-280;143;0.1011;0.0748
0.6457;19;-301;158;0.1011;-0.0595
0.6557;20;-322;174;0.1011;0.0233
0.6657;20;-343;192;0.1011;0.0561
0.6757;20;-366;210;0.1011;0.1155
0.6857;20;-388;228;0.1012;0.0297
0.6957;21;-412;248;0.1012;0.0079
0.7057;21;-436;268;0.1012;0.0953
0.7157;21;-461;289;0.1012;0.0204
0.7257;22;-487;311;0.1012;-0.0049
0.7357;22;-513;334;0.1012;0.0460
0.7457;22;-540;357;0.1013;-0.0166
0.7557;22;-567;381;0.1013;-0.0673
0.7657;23;-595;406;0.1013;0.0215
0.7757;23;-624;432;0.1013;0.0439
0.7857;23;-653;458;0.1013;0.0612
0.7957;24;-683;485;0.1013;0.0846
0.8057;24;-713;513;0.1014;0.0940
0.8157;24;-744;542;0.1014;0.0673
0.8257;24;-776;571;0.1014;0.0668
0.8357;25;-808;601;0.1014;0.0393
0.8457;25;-840;631;0.1014;0.0796
0.8557;25;-874;663;0.1014;0.0628
0.8657;26;-908;694;0.1015;-0.0606
0.8757;26;-942;727;0.1015;-0.0499
0.8857;26;-977;760;0.1015;0.0004
0.8957;26;-1012;793;0.1015;0.1243
0.9057;27;-1048;828;0.1015;0.0543
0.9157;27;-1084;862;0.1015;0.0178
0.9257;27;-1121;897;0.1016;-0.0241
0.9357;27;-1158;933;0.1016;0.0921
0.9457;28;-1196;969;0.1016;0.0892
0.9557;28;-1234;1006;0.1016;0.0287
0.9657;28;-1272;1043;0.1016;0.1134
0.9757;28;-1311;1080;0.1016;0.0156
0.9857;29;-1350;1118;0.1017;0.0716
0.9957;29;-1389;1157;0.1017;0.0806
1.0057;29;-1429;1196;0.1017;0.0199
1.0157;30;-1470;1235;0.1017;0.0670
1.0257;30;-1510;1275;0.1017;-0.0132
1.0357;30;-1552;1315;0.1017;0.0513
1.0457;30;-1593;1356;0.1018;-0.0835
1.0557;31;-1635;1397;0.1018;0.0798
1.0657;31;-1677;1438;0.1018;-0.0030
1.0757;31;-1719;1480;0.1018;0.0833
1.0857;31;-1762;1522;0.1018;-0.0878
1.0957;32;-1805;1565;0.1019;0.0193
1.1057;32;-1848;1608;0.1019;-0.0062
1.1157;32;-1892;1651;0.1019;0.0641
1.1257;32;-1936;1694;0.1019;-0.0193
1.1357;32;-1981;1738;0.1019;0.0012
1.1457;33;-2025;1782;0.1019;0.0247
1.1557;33;-2070;1827;0.1020;0.0151
1.1657;33;-2115;1872;0.1020;0.0625
1.1757;33;-2160;1917;0.1020;-0.0153
1.1857;34;-2206;1962;0.1020;0.0441
1.1957;34;-2252;2008;0.1020;0.0404
1.2057;34;-2298;2053;0.1020;-0.0145
1.2157;34;-2344;2100;0.1021;0.0585
1.2257;35;-2390;2146;0.1021;0.0505
1.2357;35;-2438;2193;0.1021;0.0244
1.2457;35;-2485;2239;0.1021;0.0657
1.2557;35;-2532;2286;0.1021;0.0204
1.2657;35;-2579;2334;0.1021;-0.0342
1.2757;36;-2627;2381;0.1022;0.0543
1.2857;36;-2675;2429;0.1022;0.0905
1.2957;36;-2723;2477;0.1022;-0.0038
1.3057;36;-2771;2525;0.1022;-0.0257
1.3157;37;-2820;2573;0.1022;0.0241
1.3257;37;-2868;2622;0.1022;-0.0188
1.3357;37;-2917;2670;0.1023;-0.0299
1.3457;37;-2966;2719;0.1023;0.0023
1.3557;37;-3015;2768;0.1023;0.0407
1.3657;38;-3064;2817;0.1023;-0.0281
1.3757;38;-3114;2866;0.1023;-0.0840
1.3857;38;-3164;2916;0.1024;-0.0222
1.3957;38;-3213;2966;0.1024;0.0407
1.4057;38;-3263;3016;0.1024;0.0353
1.4157;39;-3313;3066;0.1024;-0.0142
1.4257;39;-3364;3116;0.1024;-0.0084
1.4357;39;-3414;3166;0.1024;-0.0206
1.4457;39;-3464;3217;0.1025;-0.0038
1.4557;39;-3515;3267;0.1025;0.0273
1.4657;40;-3566;3318;0.1025;-0.0289
1.4757;40;-3617;3369;0.1025;-0.0558
1.4857;40;-3668;3420;0.1025;-0.0347
1.4957;40;-3719;3471;0.1025;0.0433
1.5057;40;-3770;3522;0.1026;0.0361
1.5157;41;-3822;3573;0.1026;0.0396
1.5257;41;-3873;3624;0.1026;-0.0259
1.5357;41;-3924;3676;0.1026;-0.0491
1.5457;41;-3976;3728;0.1026;-0.0084
1.5557;41;-4028;3779;0.1026;0.0385
1.5657;41;-4080;3831;0.1027;0.0609
1.5757;42;-4132;3883;0.1027;0.0537
1.5857;42;-4184;3935;0.1027;0.0255
1.5957;42;-4236;3988;0.1027;-0.0305
1.6057;42;-4289;4040;0.1027;-0.0358
1.6157;42;-4341;4092;0.1028;-0.0291
1.6257;43;-4394;4145;0.1028;0.0156
1.6357;43;-4447;4197;0.1028;0.0279
1.6457;43;-4500;4250;0.1028;0.0407
1.6557;43;-4552;4303;0.1028;0.0615
1.6657;43;-4605;4356;0.1028;0.0087
1.6757;43;-4658;4408;0.1029;-0.0249
1.6857;43;-4711;4462;0.1029;-0.0118
1.6957;44;-4764;4515;0.1029;-0.0257
1.7057;44;-4818;4568;0.1029;-0.0177
1.7157;44;-4871;4621;0.1029;0.0537
1.7281;44;-4938;4687;0.1030;0.0178
1.7383;44;-4992;4742;0.1030;0.0718
1.7477;44;-5043;4792;0.1030;-0.0497
1.7577;45;-5096;4846;0.1030;-0.0502
1.7677;45;-5150;4900;0.1030;-0.0438
1.7777;45;-5204;4954;0.1030;-0.0502
1.7877;45;-5258;5007;0.1031;0.0098
1.7977;45;-5312;5061;0.1031;0.0345
1.8077;45;-5366;5115;0.1031;0.0545
1.8177;45;-5420;5170;0.1031;0.0375
1.8277;45;-5474;5224;0.1031;0.0140
1.8377;46;-5528;5278;0.1031;-0.0150
1.8477;46;-5583;5332;0.1032;-0.0363
1.8577;46;-5637;5387;0.1032;-0.0353
1.8677;46;-5692;5441;0.1032;-0.0531
1.8777;46;-5746;5496;0.1032;-0.0627
1.8877;46;-5801;5550;0.1032;-0.0811
1.8977;46;-5856;5605;0.1032;-0.0742
1.9077;46;-5910;5660;0.1033;-0.0688
1.9177;47;-5965;5715;0.1033;-0.0395
1.9277;47;-6020;5770;0.1033;-0.0499
1.9377;47;-6075;5825;0.1033;-0.0555
1.9477;47;-6130;5880;0.1033;-0.0228
1.9577;47;-6185;5934;0.1034;-0.0086
1.9677;47;-6240;5989;0.1034;0.0012
1.9777;47;-6295;6044;0.1034;0.0183
1.9877;47;-6350;6099;0.1034;0.0271
1.9977;47;-6405;6154;0.1034;0.0321
2.0077;47;-6460;6208;0.1034;0.0329
2.0177;48;-6515;6263;0.1035;0.0444
2.0277;48;-6570;6318;0.1035;0.0497
2.0377;48;-6626;6373;0.1035;0.0255
2.0477;48;-6681;6428;0.1035;0.0130
2.0577;48;-6737;6483;0.1035;-0.0422
2.0677;48;-6792;6538;0.1036;-0.0052
2.0777;48;-6848;6593;0.1036;-0.0222
2.0877;48;-6904;6649;0.1036;-0.0054
2.0977;48;-6959;6704;0.1036;0.0297
2.1077;48;-7015;6759;0.1036;0.0026
2.1177;48;-7071;6815;0.1036;-0.0020
2.1277;48;-7126;6870;0.1037;-0.0161
2.1377;48;-7181;6925;0.1037;-0.0595
2.1477;49;-7236;6981;0.1037;-0.0563
2.1577;49;-7292;7036;0.1037;-0.0457
2.1677;49;-7348;7092;0.1037;-0.0188
2.1777;49;-7403;7147;0.1037;-0.0084
2.1877;49;-7458;7203;0.1038;0.0108
2.1977;49;-7514;7258;0.1038;-0.0030
2.2077;49;-7570;7314;0.1038;-0.0377
2.2177;49;-7626;7369;0.1038;-0.0625
2.2277;49;-7682;7425;0.1038;-0.0798
2.2377;49;-7738;7480;0.1039;-0.0438
2.2477;49;-7794;7536;0.1039;-0.0310
2.2577;49;-7849;7592;0.1039;0.0263
2.2677;49;-7905;7648;0.1039;0.0529
2.2777;49;-7961;7704;0.1039;0.0087
2.2877;49;-8016;7759;0.1039;0.0140
2.2977;49;-8072;7814;0.1040;0.0583
2.3077;49;-8127;7870;0.1040;0.0633
2.3177;49;-8182;7925;0.1040;0.0686
2.3277;49;-8238;7981;0.1040;0.0383
2.3377;49;-8294;8037;0.1040;0.0079
2.3477;49;-8349;8092;0.1041;-0.0569
2.3577;49;-8405;8148;0.1041;-0.0934
2.3677;49;-8461;8204;0.1041;-0.1062
2.3777;49;-8518;8259;0.1041;-0.1555
2.3877;49;-8574;8315;0.1041;-0.1547
2.3977;49;-8630;8370;0.1041;-0.1131
2.4077;49;-8686;8425;0.1042;-0.1203
2.4177;49;-8741;8481;0.1042;-0.0217
2.4277;49;-8797;8536;0.1042;0.0465
2.4377;49;-8852;8591;0.1042;-0.0054
2.4477;49;-8908;8646;0.1042;-0.0334
2.4577;49;-8964;8702;0.1042;-0.0670
2.4677;49;-9020;8757;0.1043;-0.0603
2.4777;49;-9076;8812;0.1043;-0.0894
2.4877;49;-9131;8867;0.1043;-0.0270
2.4977;49;-9187;8922;0.1043;-0.0712
2.5077;49;-9244;8977;0.1043;-0.0736
2.5177;49;-9300;9032;0.1044;-0.0470
2.5277;49;-9356;9088;0.1044;-0.0617
2.5377;49;-9412;9143;0.1044;-0.0712
2.5477;49;-9468;9198;0.1044;-0.1046
2.5577;49;-9524;9254;0.1044;-0.1637
2.5677;49;-9579;9309;0.1044;-0.0539
2.5777;49;-9634;9365;0.1045;-0.0113
2.5877;49;-9690;9420;0.1045;-0.0345
2.5977;49;-9746;9476;0.1045;-0.0497
2.6077;49;-9802;9532;0.1045;-0.0286
2.6177;49;-9858;9588;0.1045;-0.0049
2.6277;49;-9914;9644;0.1046;-0.0515
2.6377;49;-9970;9700;0.1046;-0.0558
2.6477;49;-10027;9756;0.1046;-0.0403
2.6577;49;-10083;9812;0.1046;-0.0315
2.6677;49;-10139;9868;0.1046;-0.1251
2.6777;49;-10196;9924;0.1046;-0.0774
2.6877;49;-10251;9979;0.1047;0.0143
2.6977;49;-10307;10035;0.1047;-0.0337
2.7077;49;-10362;10091;0.1047;-0.0603
2.7177;49;-10418;10148;0.1047;-0.0438
2.7277;49;-10474;10204;0.1047;-0.0369
2.7377;49;-10530;10260;0.1048;-0.0347
2.7477;49;-10586;10316;0.1048;-0.0164
2.7577;48;-10642;10372;0.1048;0.0039
2.7677;48;-10698;10428;0.1048;0.0212
2.7777;48;-10754;10484;0.1048;0.0108
2.7877;48;-10810;10540;0.1048;-0.0209
2.7977;48;-10866;10596;0.1049;-0.0230
2.8077;48;-10922;10652;0.1049;-0.0289
2.8177;48;-10979;10708;0.1049;-0.0305
2.8277;48;-11035;10764;0.1049;-0.0401
2.8377;48;-11091;10820;0.1049;-0.0667
2.8477;48;-11147;10876;0.1050;-0.0920
2.8577;48;-11202;10932;0.1050;-0.0513
2.8677;48;-11258;10988;0.1050;-0.0358
2.8777;48;-11314;11044;0.1050;-0.0273
2.8877;47;-11370;11100;0.1050;0.0164
2.8977;47;-11426;11156;0.1050;0.0255
2.9077;47;-11482;11212;0.1051;0.0044
2.9177;47;-11538;11267;0.1051;0.0337
2.9277;47;-11593;11323;0.1051;0.0260
2.9377;47;-11649;11379;0.1051;0.0004
2.9477;47;-11705;11435;0.1051;-0.0057
2.9577;47;-11761;11491;0.1052;-0.0214
2.9677;47;-11817;11547;0.1052;-0.0169
2.9777;47;-11873;11602;0.1052;-0.0078
2.9877;46;-11928;11658;0.1052;-0.0411
2.9977;46;-11984;11714;0.1052;-0.0467
3.0077;46;-12040;11770;0.1052;-0.0619
3.0177;46;-12096;11826;0.1053;-0.0515
3.0277;46;-12152;11882;0.1053;-0.0323
3.0377;46;-12207;11938;0.1053;-0.0052
3.0477;46;-12262;11994;0.1053;-0.0217
3.0577;46;-12318;12049;0.1053;-0.0190
3.0677;45;-12373;12105;0.1054;-0.0307
3.0777;45;-12429;12161;0.1054;-0.0398
3.0877;45;-12484;12216;0.1054;-0.0206
3.0977;45;-12540;12271;0.1054;-0.0097
3.1077;45;-12595;12326;0.1054;0.0167
3.1177;45;-12650;12382;0.1055;0.0260
3.1277;45;-12705;12437;0.1055;0.0241
3.1377;44;-12760;12492;0.1055;0.0223
3.1477;44;-12815;12547;0.1055;0.0228
3.1577;44;-12870;12602;0.1055;0.0324
3.1677;44;-12925;12657;0.1055;0.0449
3.1777;44;-12980;12712;0.1056;0.0622
3.1877;44;-13035;12767;0.1056;0.0559
3.1977;44;-13090;12821;0.1056;0.0316
3.2077;43;-13145;12876;0.1056;0.0063
3.2177;43;-13199;12931;0.1056;-0.0049
3.2277;43;-13254;12985;0.1057;0.0122
3.2377;43;-13308;13040;0.1057;-0.0092
3.2477;43;-13363;13094;0.1057;-0.0060
3.2577;43;-13418;13149;0.1057;-0.0116
3.2677;42;-13472;13203;0.1057;-0.0257
3.2777;42;-13526;13257;0.1057;-0.0539
3.2877;42;-13580;13311;0.1058;-0.0803
3.2977;42;-13635;13366;0.1058;0.0047
3.3077;42;-13689;13420;0.1058;0.0185
3.3177;42;-13743;13474;0.1058;0.0359
3.3277;41;-13797;13528;0.1058;0.0396
3.3377;41;-13851;13582;0.1059;0.0324
3.3477;41;-13905;13636;0.1059;0.0228
3.3577;41;-13959;13690;0.1059;0.0071
3.3677;41;-14013;13743;0.1059;-0.0110
3.3777;40;-14067;13797;0.1059;-0.0467
3.3877;40;-14120;13851;0.1060;-0.0947
3.3977;40;-14174;13904;0.1060;-0.1208
3.4077;40;-14228;13958;0.1060;-0.1149
3.4177;40;-14281;14011;0.1060;-0.0843
3.4288;39;-14340;14070;0.1060;0.0263
3.4391;39;-14396;14125;0.1060;-0.0750
3.4487;39;-14446;14176;0.1061;-0.0627
3.4593;39;-14503;14232;0.1061;-0.0265
3.4687;39;-14553;14282;0.1061;0.0548
3.4787;38;-14606;14335;0.1061;0.0535
3.4887;38;-14659;14388;0.1061;0.0231
3.4987;38;-14712;14440;0.1062;-0.0275
3.5087;38;-14764;14493;0.1062;-0.0675
3.5187;38;-14817;14545;0.1062;-0.0651
3.5287;37;-14869;14597;0.1062;-0.0481
3.5387;37;-14922;14649;0.1062;0.0095
3.5487;37;-14974;14702;0.1063;0.0489
3.5587;37;-15026;14754;0.1063;0.0297
3.5687;36;-15079;14805;0.1063;0.0074
3.5787;36;-15131;14857;0.1063;-0.0435
3.5887;36;-15183;14909;0.1063;-0.0641
3.5987;36;-15235;14960;0.1063;-0.0934
3.6087;35;-15287;15012;0.1064;-0.0182
3.6187;35;-15339;15064;0.1064;0.0319
3.6287;35;-15390;15115;0.1064;0.0385
3.6387;35;-15442;15166;0.1064;0.0199
3.6487;35;-15493;15218;0.1064;-0.0355
3.6587;34;-15544;15269;0.1065;-0.0627
3.6687;34;-15596;15320;0.1065;-0.0076
3.6787;34;-15647;15371;0.1065;0.0319
3.6887;34;-15698;15422;0.1065;0.0311
3.6987;33;-15749;15472;0.1065;0.0063
3.7087;33;-15800;15523;0.1066;-0.0446
3.7187;33;-15850;15573;0.1066;-0.0862
3.7287;33;-15901;15624;0.1066;-0.0108
3.7387;32;-15952;15674;0.1066;-0.0020
3.7487;32;-16002;15724;0.1066;0.0018
3.7587;32;-16052;15774;0.1066;-0.0691
3.7687;32;-16102;15824;0.1067;-0.0886
3.7787;31;-16152;15874;0.1067;-0.0270
3.7887;31;-16202;15923;0.1067;-0.0068
3.7987;31;-16252;15972;0.1067;-0.0521
3.8087;31;-16301;16022;0.1067;-0.1488
3.8187;30;-16350;16071;0.1068;-0.1762
3.8287;30;-16399;16120;0.1068;-0.0798
3.8387;30;-16448;16169;0.1068;-0.0694
3.8487;29;-16497;16218;0.1068;-0.0728
3.8587;29;-16546;16267;0.1068;-0.0297
3.8687;29;-16594;16315;0.1069;0.0220
3.8787;29;-16643;16363;0.1069;0.0135
3.8887;28;-16691;16412;0.1069;-0.0100
3.8987;28;-16739;16459;0.1069;0.0353
3.9087;28;-16787;16507;0.1069;0.0135
3.9187;28;-16834;16554;0.1070;-0.0625
3.9287;27;-16882;16602;0.1070;-0.0323
3.9387;27;-16929;16649;0.1070;0.0172
3.9487;27;-16976;16696;0.1070;-0.0182
3.9587;26;-17023;16742;0.1070;-0.0267
3.9687;26;-17070;16789;0.1070;0.0910
3.9787;26;-17116;16836;0.1071;0.0106
3.9887;26;-17163;16882;0.1071;0.0769
3.9987;25;-17209;16928;0.1071;0.0532
4.0087;25;-17256;16974;0.1071;0.0095
4.0187;25;-17301;17020;0.1071;-0.0257
4.0287;24;-17347;17066;0.1072;0.0303
4.0387;24;-17393;17111;0.1072;-0.0641
4.0487;24;-17438;17156;0.1072;-0.0049
4.0587;24;-17484;17201;0.1072;-0.0113
4.0687;23;-17528;17246;0.1072;-0.0265
4.0787;23;-17573;17290;0.1073;0.0039
4.0887;23;-17618;17335;0.1073;-0.0598
4.0987;22;-17662;17379;0.1073;-0.0046
4.1087;22;-17706;17423;0.1073;0.0012
4.1187;22;-17750;17466;0.1073;-0.0049
4.1287;21;-17794;17510;0.1074;-0.0020
4.1387;21;-17838;17553;0.1074;-0.0065
4.1487;21;-17881;17596;0.1074;0.0684
4.1587;21;-17924;17639;0.1074;-0.0049
4.1687;20;-17967;17681;0.1074;-0.0070
4.1787;20;-18010;17724;0.1074;-0.0577
4.1887;20;-18052;17765;0.1075;-0.0236
4.1987;19;-18094;17807;0.1075;-0.0971
4.2087;19;-18136;17848;0.1075;-0.0662
4.2187;19;-18178;17889;0.1075;-0.0180
4.2287;18;-18219;17930;0.1075;-0.0209
4.2387;18;-18260;17970;0.1076;-0.0486
4.2487;18;-18301;18011;0.1076;-0.0028
4.2587;17;-18341;18050;0.1076;0.0130
4.2687;17;-18381;18090;0.1076;0.0583
4.2787;17;-18421;18129;0.1076;-0.0246
4.2887;16;-18460;18168;0.1077;0.0612
4.2987;16;-18500;18206;0.1077;-0.0667
4.3087;16;-18538;18244;0.1077;-0.0529
4.3187;16;-18577;18282;0.1077;-0.0483
4.3287;15;-18615;18320;0.1077;-0.1336
4.3387;15;-18652;18356;0.1078;0.0625
4.3487;15;-18690;18393;0.1078;0.0247
4.3587;14;-18727;18429;0.1078;-0.0246
4.3687;14;-18764;18465;0.1078;0.1299
4.3787;14;-18800;18501;0.1078;0.0513
4.3887;13;-18836;18536;0.1078;-0.1355
4.3987;13;-18872;18570;0.1079;-0.0188
4.4087;13;-18907;18604;0.1079;-0.0121
4.4187;12;-18942;18638;0.1079;-0.0193
4.4287;12;-18976;18672;0.1079;-0.1704
4.4387;12;-19010;18704;0.1079;-0.0158
4.4487;11;-19044;18737;0.1080;0.0929
4.4587;11;-19076;18769;0.1080;0.0564
4.4687;11;-19109;18800;0.1080;-0.0502
4.4787;10;-19141;18831;0.1080;0.0814
4.4887;10;-19173;18862;0.1080;0.0716
4.4987;10;-19204;18891;0.1081;-0.0289
4.5087;9;-19234;18921;0.1081;0.0167
4.5187;9;-19264;18950;0.1081;0.0367
4.5287;9;-19293;18978;0.1081;0.0780
4.5387;8;-19322;19005;0.1081;0.0697
4.5487;8;-19350;19032;0.1082;-0.0081
4.5587;8;-19378;19058;0.1082;0.0900
4.5687;7;-19405;19084;0.1082;-0.0305
4.5787;7;-19432;19109;0.1082;-0.0246
4.5887;7;-19457;19134;0.1082;-0.0228
4.5987;6;-19482;19157;0.1083;0.0225
4.6087;6;-19507;19180;0.1083;0.1558
4.6187;6;-19531;19203;0.1083;0.1576
4.6287;5;-19554;19224;0.1083;0.0641
4.6387;5;-19576;19245;0.1083;0.0231
4.6487;5;-19598;19265;0.1084;0.0441
4.6587;4;-19620;19285;0.1084;0.1171
4.6687;4;-19640;19303;0.1084;0.0196
4.6787;4;-19660;19321;0.1084;0.0058
4.6887;3;-19678;19338;0.1084;0.0359
4.6987;3;-19696;19354;0.1085;0.1411
4.7087;3;-19714;19369;0.1085;0.0940
4.7187;2;-19730;19384;0.1085;-0.1269
4.7287;2;-19746;19397;0.1085;0.0902
4.7387;2;-19761;19410;0.1085;-0.0158
4.7487;1;-19775;19422;0.1085;-0.0102
4.7587;1;-19789;19432;0.1086;0.1363
4.7687;1;-19801;19442;0.1086;0.1265
4.7787;0;-19812;19451;0.1086;-0.1006
4.7887;0;-19823;19460;0.1086;-0.0299
4.7987;0;-19833;19467;0.1086;0.0305
4.8087;0;-19842;19473;0.1087;-0.0814
4.8187;0;-19850;19478;0.1087;0.0716
4.8287;-1;-19857;19483;0.1087;0.1046
4.8387;-1;-19864;19486;0.1087;-0.0299
4.8487;-1;-19870;19489;0.1087;0.0047
4.8587;-2;-19874;19490;0.1088;0.0521
4.8687;-2;-19878;19491;0.1088;0.0127
4.8787;-2;-19881;19490;0.1088;-0.0033
4.8887;-3;-19883;19490;0.1088;0.0074
4.8987;-3;-19884;19490;0.1088;0.0340
4.9087;-3;-19884;19490;0.1089;0.0138
4.9187;-4;-19883;19490;0.1089;0.0369
4.9287;-4;-19883;19490;0.1089;0.0433
4.9387;-4;-19883;19490;0.1089;0.0425
4.9487;-5;-19883;19490;0.1089;0.0257
4.9587;-5;-19883;19490;0.1090;0.0164
4.9687;-5;-19883;19490;0.1090;0.0146
4.9787;-6;-19883;19490;0.1090;0.0116
4.9887;-6;-19883;19490;0.1090;0.0241
4.9987;-6;-19883;19489;0.1090;0.0273
5.0087;-7;-19883;19488;0.1091;0.0996
5.0187;-7;-19883;19487;0.1091;0.0916
5.0287;-7;-19883;19487;0.1091;0.0415
5.0387;-8;-19882;19487;0.1091;-0.0025
5.0487;-8;-19882;19487;0.1091;-0.0161
5.0587;-8;-19882;19487;0.1092;-0.0233
5.0687;-9;-19881;19487;0.1092;-0.0017
5.0787;-9;-19880;19487;0.1092;0.0100
5.0887;-9;-19878;19487;0.1092;-0.0230
5.0987;-10;-19877;19487;0.1092;-0.0510
5.1087;-10;-19876;19487;0.1093;-0.0593
5.1187;-10;-19875;19487;0.1093;-0.0481
5.1287;-11;-19875;19487;0.1093;-0.0236
5.1388;-11;-19875;19486;0.1093;0.0201
5.1487;-11;-19875;19486;0.1093;0.0143
5.1599;-12;-19875;19486;0.1094;-0.0084
5.1697;-12;-19875;19486;0.1094;-0.0054
5.1797;-12;-19875;19486;0.1094;-0.0132
5.1897;-13;-19874;19485;0.1094;-0.0134
5.1997;-13;-19874;19485;0.1094;-0.0076
5.2097;-13;-19872;19485;0.1095;-0.0105
5.2197;-14;-19869;19482;0.1095;0.0060
5.2297;-14;-19866;19479;0.1095;0.1267
5.2397;-14;-19863;19476;0.1095;0.0553
5.2497;-15;-19859;19472;0.1095;-0.0307
5.2597;-15;-19854;19467;0.1096;-0.0411
5.2697;-15;-19848;19462;0.1096;0.1012
5.2797;-16;-19842;19455;0.1096;0.1009
5.2897;-16;-19835;19448;0.1096;0.1041
5.2997;-16;-19827;19440;0.1096;0.0471
5.3097;-17;-19818;19431;0.1097;0.0335
5.3197;-17;-19808;19421;0.1097;0.0207
5.3297;-17;-19798;19410;0.1097;0.0441
5.3397;-18;-19786;19398;0.1097;0.0593
5.3497;-18;-19774;19386;0.1097;0.0156
5.3597;-18;-19761;19372;0.1098;-0.0094
5.3697;-19;-19748;19358;0.1098;0.0780
5.3797;-19;-19733;19344;0.1098;-0.0089
5.3897;-19;-19718;19328;0.1098;0.0436
5.3997;-20;-19702;19311;0.1098;0.1579
5.4097;-20;-19685;19294;0.1099;0.0788
5.4197;-20;-19667;19276;0.1099;-0.0782
5.4297;-21;-19649;19257;0.1099;-0.0659
5.4397;-21;-19629;19237;0.1099;-0.0862
5.4497;-21;-19609;19216;0.1099;-0.1075
5.4597;-21;-19588;19195;0.1100;0.1329
5.4697;-22;-19566;19173;0.1100;0.1443
5.4797;-22;-19544;19150;0.1100;0.0292
5.4897;-22;-19521;19126;0.1100;0.1816
5.4997;-23;-19497;19102;0.1100;0.0055
5.5097;-23;-19472;19077;0.1101;-0.0747
5.5197;-23;-19447;19051;0.1101;-0.0625
5.5297;-24;-19421;19024;0.1101;-0.0896
5.5397;-24;-19394;18997;0.1101;-0.0422
5.5497;-24;-19367;18969;0.1101;0.0415
5.5597;-24;-19338;18941;0.1102;0.0532
5.5697;-25;-19309;18911;0.1102;-0.1000
5.5797;-25;-19280;18881;0.1102;0.0300
5.5897;-25;-19250;18850;0.1102;0.0918
5.5997;-26;-19219;18819;0.1102;0.0241
5.6097;-26;-19188;18787;0.1103;0.0521
5.6197;-26;-19156;18755;0.1103;-0.0313
5.6297;-27;-19123;18722;0.1103;0.0130
5.6397;-27;-19090;18688;0.1103;-0.0811
5.6497;-27;-19056;18654;0.1103;-0.0204
5.6597;-27;-19022;18619;0.1104;-0.0377
5.6697;-28;-18987;18584;0.1104;-0.0481
5.6797;-28;-18952;18548;0.1104;0.0209
5.6897;-28;-18916;18511;0.1104;-0.0545
5.6997;-29;-18880;18474;0.1104;0.0561
5.7097;-29;-18842;18437;0.1105;-0.0249
5.7197;-29;-18805;18399;0.1105;-0.1837
5.7297;-29;-18767;18361;0.1105;-0.0212
5.7397;-30;-18729;18322;0.1105;-0.0699
